# Transcript IDs from the BED file provided by Birmingham, annotated with information
# from MANE.GRCh38.v1.5.summary.txt.gz
# (https://ftp.ncbi.nlm.nih.gov/refseq/MANE/MANE_human/release_1.5/)
#
# This analysis was suggested by the team to determine how many TSO500 transcripts
# correspond to MANE Select or MANE Plus Clinical transcripts.

TSO500_transcripts	#NCBI_GeneID	Ensembl_Gene	HGNC_ID	symbol	name	RefSeq_nuc	RefSeq_prot	Ensembl_nuc	Ensembl_prot	MANE_status	GRCh38_chr	chr_start	chr_end	chr_strand
NM_005614.4	GeneID:6009	ENSG00000106615.12	HGNC:10011	RHEB	"Ras homolog, mTORC1 binding"	NM_005614.4	NP_005605.1	ENST00000262187.10	ENSP00000262187.5	MANE Select	NC_000007.14	151466012	151519895	-
NM_005631.5	GeneID:6608	ENSG00000128602.13	HGNC:11119	SMO	"smoothened, frizzled class receptor"	NM_005631.5	NP_005622.1	ENST00000249373.8	ENSP00000249373.3	MANE Select	NC_000007.14	129188633	129213545	+
NM_005648.4	GeneID:6921	ENSG00000154582.20	HGNC:11617	ELOC	elongin C	NM_005648.4	NP_005639.1	ENST00000520242.6	ENSP00000428171.1	MANE Select	NC_000008.11	73945119	73972191	-
NM_005656.4	GeneID:7113	ENSG00000184012.16	HGNC:11876	TMPRSS2	transmembrane serine protease 2	NM_005656.4	NP_005647.3	ENST00000332149.10	ENSP00000330330.5	MANE Select	NC_000021.9	41464305	41508158	-
NM_005676.5	GeneID:8241	ENSG00000182872.18	HGNC:9896	RBM10	RNA binding motif protein 10	NM_005676.5	NP_005667.2	ENST00000377604.8	ENSP00000366829.3	MANE Select	NC_000023.11	47145221	47186813	+
NM_005732.4	GeneID:10111	ENSG00000113522.16	HGNC:9816	RAD50	RAD50 double strand break repair protein	NM_005732.4	NP_005723.2	ENST00000378823.8	ENSP00000368100.4	MANE Select	NC_000005.10	132556977	132646349	+
NM_005862.3	GeneID:10274	ENSG00000118007.15	HGNC:11354	STAG1	STAG1 cohesin complex component	NM_005862.3	NP_005853.2	ENST00000383202.7	ENSP00000372689.2	MANE Select	NC_000003.12	136336236	136752378	-
NM_005896.4	GeneID:3417	ENSG00000138413.16	HGNC:5382	IDH1	isocitrate dehydrogenase (NADP(+)) 1	NM_005896.4	NP_005887.2	ENST00000345146.7	ENSP00000260985.2	MANE Select	NC_000002.12	208236229	208255071	-
NM_005901.6	GeneID:4087	ENSG00000175387.18	HGNC:6768	SMAD2	SMAD family member 2	NM_005901.6	NP_005892.1	ENST00000262160.11	ENSP00000262160.6	MANE Select	NC_000018.10	47808957	47930659	-
NM_005902.4	GeneID:4088	ENSG00000166949.19	HGNC:6769	SMAD3	SMAD family member 3	NM_005902.4	NP_005893.1	ENST00000327367.9	ENSP00000332973.4	MANE Select	NC_000015.10	67065602	67195169	+
NM_005921.2	GeneID:4214	ENSG00000095015.8	HGNC:6848	MAP3K1	mitogen-activated protein kinase kinase kinase 1	NM_005921.2	NP_005912.1	ENST00000399503.4	ENSP00000382423.3	MANE Select	NC_000005.10	56815549	56896152	+
NM_005922.4	GeneID:4216	ENSG00000085511.22	HGNC:6856	MAP3K4	mitogen-activated protein kinase kinase kinase 4	NM_005922.4	NP_005913.3	ENST00000392142.9	ENSP00000375986.4	MANE Select	NC_000006.12	160991769	161117380	+
NM_005967.4	GeneID:4665	ENSG00000166886.15	HGNC:7627	NAB2	NGFI-A binding protein 2	NM_005967.4	NP_005958.1	ENST00000300131.8	ENSP00000300131.3	MANE Select	NC_000012.12	57089114	57095476	+
NM_005996.4	GeneID:6926	ENSG00000135111.17	HGNC:11602	TBX3	T-box transcription factor 3	NM_005996.4	NP_005987.3	ENST00000349155.7	ENSP00000257567.2	MANE Select	NC_000012.12	114670255	114684175	-
NM_006015.6	GeneID:8289	ENSG00000117713.23	HGNC:11110	ARID1A	AT-rich interaction domain 1A	NM_006015.6	NP_006006.3	ENST00000324856.13	ENSP00000320485.7	MANE Select	NC_000001.11	26696015	26782104	+
NM_006060.6	GeneID:10320	ENSG00000185811.23	HGNC:13176	IKZF1	IKAROS family zinc finger 1	NM_006060.6	NP_006051.1	ENST00000331340.8	ENSP00000331614.3	MANE Select	NC_000007.14	50304716	50405101	+
NM_006145.3	GeneID:3337	ENSG00000132002.11	HGNC:5270	DNAJB1	DnaJ heat shock protein family (Hsp40) member B1	NM_006145.3	NP_006136.1	ENST00000254322.3	ENSP00000254322.1	MANE Select	NC_000019.10	14514769	14518397	-
NM_006164.5	GeneID:4780	ENSG00000116044.19	HGNC:7782	NFE2L2	NFE2 like bZIP transcription factor 2	NM_006164.5	NP_006155.2	ENST00000397062.8	ENSP00000380252.3	MANE Select	NC_000002.12	177230308	177264727	-
NM_006167.4	GeneID:4824	ENSG00000167034.11	HGNC:7838	NKX3-1	NK3 homeobox 1	NM_006167.4	NP_006158.2	ENST00000380871.5	ENSP00000370253.4	MANE Select	NC_000008.11	23678697	23682938	-
NM_006180.6	GeneID:4915	ENSG00000148053.20	HGNC:8032	NTRK2	neurotrophic receptor tyrosine kinase 2	NM_006180.6	NP_006171.2	ENST00000277120.8	ENSP00000277120.3	MANE Select	NC_000009.12	84669729	85027054	+
NM_006182.4	GeneID:4921	ENSG00000162733.21	HGNC:2731	DDR2	discoidin domain receptor tyrosine kinase 2	NM_006182.4	NP_006173.2	ENST00000367921.8	ENSP00000356898.3	MANE Select	NC_000001.11	162632464	162787405	+
NM_006206.6	GeneID:5156	ENSG00000134853.14	HGNC:8803	PDGFRA	platelet derived growth factor receptor alpha	NM_006206.6	NP_006197.1	ENST00000257290.10	ENSP00000257290.5	MANE Select	NC_000004.12	54229293	54298245	+
NM_006218.4	GeneID:5290	ENSG00000121879.8	HGNC:8975	PIK3CA	"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha"	NM_006218.4	NP_006209.2	ENST00000263967.4	ENSP00000263967.3	MANE Select	NC_000003.12	179148357	179240093	+
NM_006219.3	GeneID:5291	ENSG00000051382.12	HGNC:8976	PIK3CB	"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit beta"	NM_006219.3	NP_006210.1	ENST00000674063.1	ENSP00000501150.1	MANE Select	NC_000003.12	138652698	138834928	-
NM_006231.4	GeneID:5426	ENSG00000177084.21	HGNC:9177	POLE	"DNA polymerase epsilon, catalytic subunit"	NM_006231.4	NP_006222.2	ENST00000320574.10	ENSP00000322570.5	MANE Select	NC_000012.12	132623762	132687342	-
NM_006265.3	GeneID:5885	ENSG00000164754.18	HGNC:9811	RAD21	RAD21 cohesin complex component	NM_006265.3	NP_006256.1	ENST00000297338.7	ENSP00000297338.2	MANE Select	NC_000008.11	116845934	116874776	-
NM_006267.5	GeneID:5903	ENSG00000153201.19	HGNC:9848	RANBP2	RAN binding protein 2	NM_006267.5	NP_006258.3	ENST00000283195.11	ENSP00000283195.6	MANE Select	NC_000002.12	108719482	108785809	+
NM_006306.4	GeneID:8243	ENSG00000072501.21	HGNC:11111	SMC1A	structural maintenance of chromosomes 1A	NM_006306.4	NP_006297.2	ENST00000322213.9	ENSP00000323421.3	MANE Select	NC_000023.11	53374149	53422654	-
NM_006311.4	GeneID:9611	ENSG00000141027.25	HGNC:7672	NCOR1	nuclear receptor corepressor 1	NM_006311.4	NP_006302.2	ENST00000268712.8	ENSP00000268712.2	MANE Select	NC_000017.11	16029157	16215534	-
NM_006361.6	GeneID:10481	ENSG00000159184.9	HGNC:5112	HOXB13	homeobox B13	NM_006361.6	NP_006352.2	ENST00000290295.8	ENSP00000290295.8	MANE Select	NC_000017.11	48724763	48728750	-
NM_006521.6	GeneID:7030	ENSG00000068323.19	HGNC:11752	TFE3	transcription factor binding to IGHM enhancer 3	NM_006521.6	NP_006512.2	ENST00000315869.8	ENSP00000314129.7	MANE Select	NC_000023.11	49028726	49043357	-
NM_006526.3	GeneID:7764	ENSG00000171940.15	HGNC:13009	ZNF217	zinc finger protein 217	NM_006526.3	NP_006517.1	ENST00000371471.7	ENSP00000360526.2	MANE Select	NC_000020.11	53567071	53593839	-
NM_006565.4	GeneID:10664	ENSG00000102974.18	HGNC:13723	CTCF	CCCTC-binding factor	NM_006565.4	NP_006556.1	ENST00000264010.10	ENSP00000264010.4	MANE Select	NC_000016.10	67562526	67639177	+
NM_006572.6	GeneID:10672	ENSG00000120063.12	HGNC:4381	GNA13	G protein subunit alpha 13	NM_006572.6	NP_006563.2	ENST00000439174.7	ENSP00000400717.2	MANE Select	NC_000017.11	65009289	65056740	-
NM_006622.4	GeneID:10769	ENSG00000145632.17	HGNC:19699	PLK2	polo like kinase 2	NM_006622.4	NP_006613.2	ENST00000274289.8	ENSP00000274289.3	MANE Select	NC_000005.10	58453982	58460086	-
NM_006758.3	GeneID:7307	ENSG00000160201.14	HGNC:12453	U2AF1	U2 small nuclear RNA auxiliary factor 1	NM_006758.3	NP_006749.1	ENST00000291552.9	ENSP00000291552.4	MANE Select	NC_000021.9	43092956	43107570	-
NM_006766.5	GeneID:7994	ENSG00000083168.13	HGNC:13013	KAT6A	lysine acetyltransferase 6A	NM_006766.5	NP_006757.2	ENST00000265713.8	ENSP00000265713.2	MANE Select	NC_000008.11	41929479	42051987	-
NM_006767.4	GeneID:8216	ENSG00000099949.24	HGNC:6742	LZTR1	leucine zipper like post translational regulator 1	NM_006767.4	NP_006758.2	ENST00000646124.2	ENSP00000496779.1	MANE Select	NC_000022.11	20982297	20999032	+
NM_006775.3	GeneID:9444	ENSG00000112531.19	HGNC:21100	QKI	"QKI, KH domain containing RNA binding"	NM_006775.3	NP_006766.1	ENST00000361752.8	ENSP00000355094.3	MANE Select	NC_000006.12	163414718	163578592	+
NM_006785.4	GeneID:10892	ENSG00000172175.18	HGNC:6819	MALT1	MALT1 paracaspase	NM_006785.4	NP_006776.1	ENST00000649217.2	ENSP00000497997.1	MANE Select	NC_000018.10	58671465	58754477	+
NM_006813.3	GeneID:10957	ENSG00000146278.12	HGNC:17278	PNRC1	proline rich nuclear receptor coactivator 1	NM_006813.3	NP_006804.1	ENST00000336032.4	ENSP00000336931.3	MANE Select	NC_000006.12	89080751	89085160	+
NM_006861.7	GeneID:11021	ENSG00000111737.14	HGNC:9774	RAB35	"RAB35, member RAS oncogene family"	NM_006861.7	NP_006852.1	ENST00000229340.10	ENSP00000229340.5	MANE Select	NC_000012.12	120095099	120116753	-
NM_006885.4	GeneID:463	ENSG00000140836.18	HGNC:777	ZFHX3	zinc finger homeobox 3	NM_006885.4	NP_008816.3	ENST00000268489.10	ENSP00000268489.5	MANE Select	NC_000016.10	72782885	73048128	-
NM_006892.4	GeneID:1789	ENSG00000088305.21	HGNC:2979	DNMT3B	DNA methyltransferase 3 beta	NM_006892.4	NP_008823.1	ENST00000328111.6	ENSP00000328547.2	MANE Select	NC_000020.11	32762385	32809356	+
NM_006904.7	GeneID:5591	ENSG00000253729.11	HGNC:9413	PRKDC	"protein kinase, DNA-activated, catalytic subunit"	NM_006904.7	NP_008835.5	ENST00000314191.7	ENSP00000313420.3	MANE Select	NC_000008.11	47773111	47960136	-
NM_006908.5	GeneID:5879	ENSG00000136238.22	HGNC:9801	RAC1	Rac family small GTPase 1	NM_006908.5	NP_008839.2	ENST00000348035.9	ENSP00000258737.7	MANE Select	NC_000007.14	6374527	6403967	+
NM_006912.6	GeneID:6016	ENSG00000143622.14	HGNC:10023	RIT1	Ras like without CAAX 1	NM_006912.6	NP_008843.1	ENST00000368323.8	ENSP00000357306.3	MANE Select	NC_000001.11	155897808	155911349	-
NM_006941.4	GeneID:6663	ENSG00000100146.22	HGNC:11190	SOX10	SRY-box transcription factor 10	NM_006941.4	NP_008872.1	ENST00000396884.8	ENSP00000380093.2	MANE Select	NC_000022.11	37972312	37984555	-
NM_007050.6	GeneID:11122	ENSG00000196090.15	HGNC:9682	PTPRT	protein tyrosine phosphatase receptor type T	NM_007050.6	NP_008981.4	ENST00000373187.6	ENSP00000362283.1	MANE Select	NC_000020.11	42072756	43189906	-
NM_007194.4	GeneID:11200	ENSG00000183765.26	HGNC:16627	CHEK2	checkpoint kinase 2	NM_007194.4	NP_009125.1	ENST00000404276.6	ENSP00000385747.1	MANE Select	NC_000022.11	28687743	28741820	-
NM_007294.4	GeneID:672	ENSG00000012048.28	HGNC:1100	BRCA1	BRCA1 DNA repair associated	NM_007294.4	NP_009225.1	ENST00000357654.9	ENSP00000350283.3	MANE Select	NC_000017.11	43044295	43125364	-
NM_007314.4	GeneID:27	ENSG00000143322.22	HGNC:77	ABL2	"ABL proto-oncogene 2, non-receptor tyrosine kinase"	NM_007314.4	NP_009298.1	ENST00000502732.6	ENSP00000427562.1	MANE Select	NC_000001.11	179099330	179229677	-
NM_012301.4	GeneID:9863	ENSG00000187391.24	HGNC:18957	MAGI2	"membrane associated guanylate kinase, WW and PDZ domain containing 2"	NM_012301.4	NP_036433.2	ENST00000354212.9	ENSP00000346151.4	MANE Select	NC_000007.14	78017055	79453667	-
NM_012433.4	GeneID:23451	ENSG00000115524.19	HGNC:10768	SF3B1	splicing factor 3b subunit 1	NM_012433.4	NP_036565.2	ENST00000335508.11	ENSP00000335321.6	MANE Select	NC_000002.12	197389784	197435028	-
NM_012448.4	GeneID:6777	ENSG00000173757.13	HGNC:11367	STAT5B	signal transducer and activator of transcription 5B	NM_012448.4	NP_036580.2	ENST00000293328.8	ENSP00000293328.3	MANE Select	NC_000017.11	42199177	42276391	-
NM_013275.6	GeneID:29123	ENSG00000167522.19	HGNC:21316	ANKRD11	ankyrin repeat domain containing 11	NM_013275.6	NP_037407.4	ENST00000301030.10	ENSP00000301030.4	MANE Select	NC_000016.10	89267630	89490561	-
NM_013372.7	GeneID:26585	ENSG00000166923.13	HGNC:2001	GREM1	"gremlin 1, DAN family BMP antagonist"	NM_013372.7	NP_037504.1	ENST00000651154.1	ENSP00000498748.1	MANE Select	NC_000015.10	32718004	32745106	+
NM_013964.5	GeneID:3084	ENSG00000157168.23	HGNC:7997	NRG1	neuregulin 1	NM_013964.5	NP_039258.1	ENST00000405005.8	ENSP00000384620.2	MANE Select	NC_000008.11	32548311	32774046	+
NM_014002.4	GeneID:9641	ENSG00000263528.10	HGNC:14552	IKBKE	inhibitor of nuclear factor kappa B kinase subunit epsilon	NM_014002.4	NP_054721.1	ENST00000581977.7	ENSP00000464030.1	MANE Select	NC_000001.11	206470476	206496889	+
NM_014143.4	GeneID:29126	ENSG00000120217.15	HGNC:17635	CD274	CD274 molecule	NM_014143.4	NP_054862.1	ENST00000381577.4	ENSP00000370989.3	MANE Select	NC_000009.12	5450542	5470554	+
NM_014159.7	GeneID:29072	ENSG00000181555.24	HGNC:18420	SETD2	"SET domain containing 2, histone lysine methyltransferase"	NM_014159.7	NP_054878.5	ENST00000409792.4	ENSP00000386759.3	MANE Select	NC_000003.12	47016436	47164113	-
NM_014225.6	GeneID:5518	ENSG00000105568.21	HGNC:9302	PPP2R1A	protein phosphatase 2 scaffold subunit Aalpha	NM_014225.6	NP_055040.2	ENST00000322088.11	ENSP00000324804.6	MANE Select	NC_000019.10	52190052	52229518	+
NM_014417.5	GeneID:27113	ENSG00000105327.20	HGNC:17868	BBC3	BCL2 binding component 3	NM_014417.5	NP_055232.1	ENST00000439096.3	ENSP00000395862.2	MANE Select	NC_000019.10	47220824	47231199	-
NM_014572.3	GeneID:26524	ENSG00000150457.11	HGNC:6515	LATS2	large tumor suppressor kinase 2	NM_014572.3	NP_055387.2	ENST00000382592.5	ENSP00000372035.4	MANE Select	NC_000013.11	20973036	21061586	-
NM_014641.3	GeneID:9656	ENSG00000137337.18	HGNC:21163	MDC1	mediator of DNA damage checkpoint 1	NM_014641.3	NP_055456.2	ENST00000376406.8	ENSP00000365588.3	MANE Select	NC_000006.12	30699807	30717281	-
NM_014669.5	GeneID:9688	ENSG00000102900.15	HGNC:28958	NUP93	nucleoporin 93	NM_014669.5	NP_055484.3	ENST00000308159.10	ENSP00000310668.5	MANE Select	NC_000016.10	56730129	56850286	+
NM_014727.3	GeneID:9757	ENSG00000272333.9	HGNC:15840	KMT2B	lysine methyltransferase 2B	NM_014727.3	NP_055542.1	ENST00000420124.4	ENSP00000398837.2	MANE Select	NC_000019.10	35718003	35738878	+
NM_014915.3	GeneID:22852	ENSG00000107890.19	HGNC:29186	ANKRD26	ankyrin repeat domain containing 26	NM_014915.3	NP_055730.2	ENST00000376087.5	ENSP00000365255.4	MANE Select	NC_000010.11	27004116	27100494	-
NM_014953.5	GeneID:22894	ENSG00000083520.17	HGNC:20604	DIS3	DIS3 exosome endoribonuclease and 3''-5'' exoribonuclease	NM_014953.5	NP_055768.3	ENST00000377767.9	ENSP00000366997.4	MANE Select	NC_000013.11	72752169	72781900	-
NM_015001.3	GeneID:23013	ENSG00000065526.14	HGNC:17575	SPEN	spen family transcriptional repressor	NM_015001.3	NP_055816.2	ENST00000375759.8	ENSP00000364912.3	MANE Select	NC_000001.11	15847707	15940456	+
NM_015259.6	GeneID:23308	ENSG00000160223.20	HGNC:17087	ICOSLG	inducible T cell costimulator ligand	NM_015259.6	NP_056074.1	ENST00000407780.8	ENSP00000384432.3	MANE Select	NC_000021.9	44222991	44240943	-
NM_015338.6	GeneID:171023	ENSG00000171456.24	HGNC:18318	ASXL1	ASXL transcriptional regulator 1	NM_015338.6	NP_056153.2	ENST00000375687.10	ENSP00000364839.4	MANE Select	NC_000020.11	32358331	32439319	+
NM_015355.4	GeneID:23512	ENSG00000178691.14	HGNC:17101	SUZ12	SUZ12 polycomb repressive complex 2 subunit	NM_015355.4	NP_056170.2	ENST00000322652.10	ENSP00000316578.5	MANE Select	NC_000017.11	31937007	32001038	+
NM_015559.3	GeneID:26040	ENSG00000152217.22	HGNC:15573	SETBP1	SET binding protein 1	NM_015559.3	NP_056374.2	ENST00000649279.2	ENSP00000497406.1	MANE Select	NC_000018.10	44680888	45068510	+
NM_015898.4	GeneID:51341	ENSG00000178951.11	HGNC:18078	ZBTB7A	zinc finger and BTB domain containing 7A	NM_015898.4	NP_056982.1	ENST00000322357.9	ENSP00000323670.3	MANE Select	NC_000019.10	4043303	4066899	-
NM_016169.4	GeneID:51684	ENSG00000107882.14	HGNC:16466	SUFU	SUFU negative regulator of hedgehog signaling	NM_016169.4	NP_057253.2	ENST00000369902.8	ENSP00000358918.4	MANE Select	NC_000010.11	102503972	102633535	+
NM_016215.5	GeneID:51162	ENSG00000172889.18	HGNC:20594	EGFL7	EGF like domain multiple 7	NM_016215.5	NP_057299.1	ENST00000308874.12	ENSP00000307843.7	MANE Select	NC_000009.12	136662916	136672678	+
NM_016222.4	GeneID:51428	ENSG00000183258.14	HGNC:18674	DDX41	DEAD-box helicase 41	NM_016222.4	NP_057306.2	ENST00000330503.12	ENSP00000330349.8	MANE Select	NC_000005.10	177511577	177516961	-
NM_016507.4	GeneID:51755	ENSG00000167258.18	HGNC:24224	CDK12	cyclin dependent kinase 12	NM_016507.4	NP_057591.2	ENST00000447079.6	ENSP00000398880.4	MANE Select	NC_000017.11	39461486	39534544	+
NM_016734.3	GeneID:5079	ENSG00000196092.14	HGNC:8619	PAX5	paired box 5	NM_016734.3	NP_057953.1	ENST00000358127.9	ENSP00000350844.4	MANE Select	NC_000009.12	36833269	37034268	-
NM_017617.5	GeneID:4851	ENSG00000148400.15	HGNC:7881	NOTCH1	notch receptor 1	NM_017617.5	NP_060087.3	ENST00000651671.1	ENSP00000498587.1	MANE Select	NC_000009.12	136494433	136546048	-
NM_017709.4	GeneID:54855	ENSG00000183508.7	HGNC:24712	TENT5C	terminal nucleotidyltransferase 5C	NM_017709.4	NP_060179.2	ENST00000369448.4	ENSP00000358458.3	MANE Select	NC_000001.11	117606048	117628389	+
NM_017763.6	GeneID:54894	ENSG00000108375.15	HGNC:18505	RNF43	ring finger protein 43	NM_017763.6	NP_060233.3	ENST00000407977.7	ENSP00000385328.2	MANE Select	NC_000017.11	58353676	58417534	-
NM_017841.4	GeneID:54949	ENSG00000167985.10	HGNC:26034	SDHAF2	succinate dehydrogenase complex assembly factor 2	NM_017841.4	NP_060311.1	ENST00000301761.7	ENSP00000301761.3	MANE Select	NC_000011.10	61430124	61446733	+
NM_017849.4	GeneID:55654	ENSG00000135956.13	HGNC:26038	TMEM127	transmembrane protein 127	NM_017849.4	NP_060319.1	ENST00000258439.8	ENSP00000258439.3	MANE Select	NC_000002.12	96248514	96265997	-
NM_018062.4	GeneID:55120	ENSG00000115392.15	HGNC:20748	FANCL	FA complementation group L	NM_018062.4	NP_060532.2	ENST00000233741.9	ENSP00000233741.5	MANE Select	NC_000002.12	58159247	58241325	-
NM_018130.3	GeneID:55164	ENSG00000144736.16	HGNC:25543	SHQ1	"SHQ1, H/ACA ribonucleoprotein assembly factor"	NM_018130.3	NP_060600.2	ENST00000325599.13	ENSP00000315182.8	MANE Select	NC_000003.12	72749277	72848445	-
NM_018263.6	GeneID:55252	ENSG00000143970.19	HGNC:23805	ASXL2	ASXL transcriptional regulator 2	NM_018263.6	NP_060733.4	ENST00000435504.9	ENSP00000391447.3	MANE Select	NC_000002.12	25733753	25878487	-
NM_018557.3	GeneID:53353	ENSG00000168702.19	HGNC:6693	LRP1B	LDL receptor related protein 1B	NM_018557.3	NP_061027.2	ENST00000389484.8	ENSP00000374135.3	MANE Select	NC_000002.12	140231423	142131016	-
NM_018948.4	GeneID:54206	ENSG00000116285.15	HGNC:18185	ERRFI1	ERBB receptor feedback inhibitor 1	NM_018948.4	NP_061821.1	ENST00000377482.10	ENSP00000366702.5	MANE Select	NC_000001.11	8011727	8026309	-
NM_019063.5	GeneID:27436	ENSG00000143924.21	HGNC:1316	EML4	EMAP like 4	NM_019063.5	NP_061936.3	ENST00000318522.10	ENSP00000320663.5	MANE Select	NC_000002.12	42169353	42332548	+
NM_020529.3	GeneID:4792	ENSG00000100906.14	HGNC:7797	NFKBIA	NFKB inhibitor alpha	NM_020529.3	NP_065390.1	ENST00000216797.10	ENSP00000216797.6	MANE Select	NC_000014.9	35401513	35404749	-
NM_020638.3	GeneID:8074	ENSG00000118972.4	HGNC:3680	FGF23	fibroblast growth factor 23	NM_020638.3	NP_065689.1	ENST00000237837.2	ENSP00000237837.1	MANE Select	NC_000012.12	4368227	4379712	-
NM_020640.4	GeneID:54165	ENSG00000043093.17	HGNC:18184	DCUN1D1	defective in cullin neddylation 1 domain containing 1	NM_020640.4	NP_065691.2	ENST00000292782.9	ENSP00000292782.4	MANE Select	NC_000003.12	182938074	182980538	-
NM_020761.3	GeneID:57521	ENSG00000141564.16	HGNC:30287	RPTOR	regulatory associated protein of MTOR complex 1	NM_020761.3	NP_065812.1	ENST00000306801.8	ENSP00000307272.3	MANE Select	NC_000017.11	80544838	80966368	+
NM_020861.3	GeneID:57621	ENSG00000181472.7	HGNC:20868	ZBTB2	zinc finger and BTB domain containing 2	NM_020861.3	NP_065912.1	ENST00000325144.5	ENSP00000323183.4	MANE Select	NC_000006.12	151364115	151391559	-
NM_020975.6	GeneID:5979	ENSG00000165731.24	HGNC:9967	RET	ret proto-oncogene	NM_020975.6	NP_066124.1	ENST00000355710.8	ENSP00000347942.3	MANE Select	NC_000010.11	43077069	43130351	+
NM_020996.3	GeneID:2251	ENSG00000111241.4	HGNC:3684	FGF6	fibroblast growth factor 6	NM_020996.3	NP_066276.2	ENST00000228837.3	ENSP00000228837.2	MANE Select	NC_000012.12	4434142	4445815	-
NM_020998.4	GeneID:4485	ENSG00000173531.17	HGNC:7380	MST1	macrophage stimulating 1	NM_020998.4	NP_066278.3	ENST00000449682.3	ENSP00000414287.2	MANE Select	NC_000003.12	49683947	49689474	-
NM_021018.3	GeneID:8968	ENSG00000277775.2	HGNC:4773	H3C7	H3 clustered histone 7	NM_021018.3	NP_066298.1	ENST00000618052.2	ENSP00000484095.2	MANE Select	NC_000006.12	26250142	26250635	-
NM_021063.4	GeneID:3017	ENSG00000158373.11	HGNC:4747	H2BC5	H2B clustered histone 5	NM_021063.4	NP_066407.1	ENST00000377777.6	ENSP00000367008.4	MANE Select	NC_000006.12	26158122	26158607	+
NM_021127.3	GeneID:5366	ENSG00000141682.14	HGNC:9108	PMAIP1	phorbol-12-myristate-13-acetate-induced protein 1	NM_021127.3	NP_066950.1	ENST00000316660.7	ENSP00000326119.7	MANE Select	NC_000018.10	59899996	59904305	+
NM_021138.4	GeneID:7186	ENSG00000127191.21	HGNC:12032	TRAF2	TNF receptor associated factor 2	NM_021138.4	NP_066961.2	ENST00000247668.7	ENSP00000247668.2	MANE Select	NC_000009.12	136886516	136926607	+
NM_021913.5	GeneID:558	ENSG00000167601.14	HGNC:905	AXL	AXL receptor tyrosine kinase	NM_021913.5	NP_068713.2	ENST00000301178.9	ENSP00000301178.3	MANE Select	NC_000019.10	41219223	41261766	+
NM_021922.3	GeneID:2178	ENSG00000112039.8	HGNC:3586	FANCE	FA complementation group E	NM_021922.3	NP_068741.1	ENST00000229769.3	ENSP00000229769.2	MANE Select	NC_000006.12	35452338	35467102	+
NM_021960.5	GeneID:4170	ENSG00000143384.15	HGNC:6943	MCL1	"MCL1 apoptosis regulator, BCL2 family member"	NM_021960.5	NP_068779.1	ENST00000369026.3	ENSP00000358022.2	MANE Select	NC_000001.11	150574558	150579610	-
NM_022148.4	GeneID:64109	ENSG00000205755.13	HGNC:14281	CRLF2	cytokine receptor like factor 2	NM_022148.4	NP_071431.2	ENST00000400841.8	ENSP00000383641.3	MANE Select	NC_000023.11	1190490	1212649	-
NM_022454.4	GeneID:64321	ENSG00000164736.7	HGNC:18122	SOX17	SRY-box transcription factor 17	NM_022454.4	NP_071899.1	ENST00000297316.5	ENSP00000297316.4	MANE Select	NC_000008.11	54457935	54460892	+
NM_022455.5	GeneID:64324	ENSG00000165671.24	HGNC:14234	NSD1	nuclear receptor binding SET domain protein 1	NM_022455.5	NP_071900.2	ENST00000439151.7	ENSP00000395929.2	MANE Select	NC_000005.10	177133773	177300213	+
NM_022457.7	GeneID:64326	ENSG00000143207.23	HGNC:17440	COP1	COP1 E3 ubiquitin ligase	NM_022457.7	NP_071902.2	ENST00000367669.8	ENSP00000356641.3	MANE Select	NC_000001.11	175944831	176207286	-
NM_022552.5	GeneID:1788	ENSG00000119772.21	HGNC:2978	DNMT3A	DNA methyltransferase 3 alpha	NM_022552.5	NP_072046.2	ENST00000321117.10	ENSP00000324375.5	MANE Select	NC_000002.12	25227874	25341925	-
NM_022725.4	GeneID:2188	ENSG00000183161.6	HGNC:3587	FANCF	FA complementation group F	NM_022725.4	NP_073562.1	ENST00000327470.6	ENSP00000330875.3	MANE Select	NC_000011.10	22622533	22625823	-
NM_022845.3	GeneID:865	ENSG00000067955.17	HGNC:1539	CBFB	core-binding factor subunit beta	NM_022845.3	NP_074036.1	ENST00000412916.7	ENSP00000415151.2	MANE Select	NC_000016.10	67029149	67101058	+
NM_023067.4	GeneID:668	ENSG00000183770.7	HGNC:1092	FOXL2	forkhead box L2	NM_023067.4	NP_075555.1	ENST00000648323.1	ENSP00000497217.1	MANE Select	NC_000003.12	138944224	138947137	-
NM_024052.5	GeneID:79018	ENSG00000141034.12	HGNC:28453	GID4	GID complex subunit 4 homolog	NM_024052.5	NP_076957.3	ENST00000268719.9	ENSP00000268719.4	MANE Select	NC_000017.11	18039408	18068405	+
NM_024408.4	GeneID:4853	ENSG00000134250.23	HGNC:7882	NOTCH2	notch receptor 2	NM_024408.4	NP_077719.2	ENST00000256646.7	ENSP00000256646.2	MANE Select	NC_000001.11	119911553	120069662	-
NM_024426.6	GeneID:7490	ENSG00000184937.18	HGNC:12796	WT1	WT1 transcription factor	NM_024426.6	NP_077744.4	ENST00000452863.10	ENSP00000415516.5	MANE Select	NC_000011.10	32387775	32435539	-
